Current city,Current x,Current y,.jpg name,.jpg url,Dominant Color,Color Palette,R,G,B,HLS,H,L,S
Amsterdam,52.3727598,4.8936041,Van Gogh - Dorf bei Sonnenuntergang.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Van_Gogh_-_Dorf_bei_Sonnenuntergang.jpeg/150px-Van_Gogh_-_Dorf_bei_Sonnenuntergang.jpeg,"(91, 98, 77)","[(91, 98, 77), (162, 159, 124), (132, 130, 80), (144, 146, 135), (146, 156, 133)]",91.0,98.0,77.0,"(0.22222222222222224, 87.5, -0.12138728323699421)",0.22222222222222224,87.5,-0.12138728323699421
Otterlo,52.1015221,5.7720779,Van Gogh - Bauern beim Kartoffelsetzen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Van_Gogh_-_Bauern_beim_Kartoffelsetzen.jpeg/150px-Van_Gogh_-_Bauern_beim_Kartoffelsetzen.jpeg,"(112, 103, 64)","[(114, 104, 66), (219, 199, 136), (227, 212, 175), (157, 151, 123), (188, 188, 113)]",112.0,103.0,64.0,"(0.13541666666666666, 88.0, -0.27586206896551724)",0.13541666666666666,88.0,-0.27586206896551724
Wuppertal,51.264018,7.1780374,Van Gogh - Kartoffelsetzen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Van_Gogh_-_Kartoffelsetzen.jpg/150px-Van_Gogh_-_Kartoffelsetzen.jpg,"(213, 213, 182)","[(214, 216, 185), (132, 112, 67), (44, 32, 17), (100, 76, 43), (132, 128, 98)]",213.0,213.0,182.0,"(0.16666666666666666, 197.5, -0.07888040712468193)",0.16666666666666666,197.5,-0.07888040712468193
,,,Van Gogh - Holzsammler im Schnee.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Van_Gogh_-_Holzsammler_im_Schnee.jpeg/150px-Van_Gogh_-_Holzsammler_im_Schnee.jpeg,"(174, 150, 110)","[(178, 154, 113), (222, 211, 204), (70, 63, 45), (128, 100, 37), (105, 73, 32)]",174.0,150.0,110.0,"(0.10416666666666667, 142.0, -0.22695035460992907)",0.10416666666666667,142.0,-0.22695035460992907
Mexico City,19.4326296,-99.1331785,Van Gogh - Shepherd with a Flock of Sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Van_Gogh_-_Shepherd_with_a_Flock_of_Sheep.jpg/150px-Van_Gogh_-_Shepherd_with_a_Flock_of_Sheep.jpg,"(45, 49, 37)","[(45, 49, 37), (195, 193, 166), (118, 117, 92), (144, 158, 136), (146, 147, 148)]",45.0,49.0,37.0,"(0.22222222222222224, 43.0, -0.14285714285714285)",0.22222222222222224,43.0,-0.14285714285714285
Otterlo,52.1015221,5.7720779,Van Gogh -Pappelallee bei Sonnenuntergang.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Van_Gogh_-Pappelallee_bei_Sonnenuntergang.jpeg/150px-Van_Gogh_-Pappelallee_bei_Sonnenuntergang.jpeg,"(101, 91, 72)","[(101, 91, 72), (233, 222, 234), (156, 141, 119), (186, 135, 101), (167, 156, 132)]",101.0,91.0,72.0,"(0.10919540229885057, 86.5, -0.1695906432748538)",0.10919540229885057,86.5,-0.1695906432748538
,,,Lane-in-autumn-1884.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Lane-in-autumn-1884.jpg/150px-Lane-in-autumn-1884.jpg,"(205, 194, 181)","[(206, 195, 182), (60, 53, 34), (135, 127, 109), (163, 156, 139), (164, 148, 140)]",205.0,194.0,181.0,"(0.09027777777777779, 193.0, -0.0625)",0.09027777777777779,193.0,-0.0625
Amsterdam,52.3727598,4.8936041,Van Gogh - Pappelallee im Herbst.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Van_Gogh_-_Pappelallee_im_Herbst.jpeg/150px-Van_Gogh_-_Pappelallee_im_Herbst.jpeg,"(105, 88, 64)","[(88, 80, 61), (203, 136, 90), (158, 158, 158), (159, 112, 76), (173, 158, 128)]",105.0,88.0,64.0,"(0.09756097560975611, 84.5, -0.24550898203592814)",0.09756097560975611,84.5,-0.24550898203592814
Amsterdam,52.3727598,4.8936041,Van Gogh - Die Kirche von Nuenen mit Kirchgängern.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Van_Gogh_-_Die_Kirche_von_Nuenen_mit_Kirchg%C3%A4ngern.jpeg/150px-Van_Gogh_-_Die_Kirche_von_Nuenen_mit_Kirchg%C3%A4ngern.jpeg,"(80, 73, 60)","[(107, 98, 77), (166, 190, 198), (214, 214, 206), (176, 175, 133), (40, 38, 36)]",80.0,73.0,60.0,"(0.10833333333333334, 70.0, -0.14492753623188406)",0.10833333333333334,70.0,-0.14492753623188406
Amsterdam,52.3727598,4.8936041,Vaas met judaspenningen - s0009V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Vaas_met_judaspenningen_-_s0009V1962_-_Van_Gogh_Museum.jpg/150px-Vaas_met_judaspenningen_-_s0009V1962_-_Van_Gogh_Museum.jpg,"(63, 62, 41)","[(71, 69, 46), (141, 138, 108), (123, 124, 95), (26, 30, 19), (112, 114, 100)]",63.0,62.0,41.0,"(0.1590909090909091, 52.0, -0.21568627450980393)",0.1590909090909091,52.0,-0.21568627450980393
,,,Van Gogh - Wassermühle in Gennep3.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Van_Gogh_-_Wasserm%C3%BChle_in_Gennep3.jpeg/150px-Van_Gogh_-_Wasserm%C3%BChle_in_Gennep3.jpeg,"(66, 68, 55)","[(66, 68, 56), (220, 201, 123), (129, 126, 86), (148, 148, 140), (156, 164, 68)]",66.0,68.0,55.0,"(0.1923076923076923, 61.5, -0.10743801652892562)",0.1923076923076923,61.5,-0.10743801652892562
Madrid,40.4167047,-3.7035825,Vincent van Gogh - Watermolen in Gennep.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vincent_van_Gogh_-_Watermolen_in_Gennep.jpg/150px-Vincent_van_Gogh_-_Watermolen_in_Gennep.jpg,"(70, 67, 48)","[(69, 66, 47), (214, 215, 195), (172, 177, 166), (144, 147, 131), (157, 160, 158)]",70.0,67.0,48.0,"(0.14393939393939395, 59.0, -0.1896551724137931)",0.14393939393939395,59.0,-0.1896551724137931
,,,Van Gogh - Wassermühle in Gennep2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Van_Gogh_-_Wasserm%C3%BChle_in_Gennep2.jpeg/150px-Van_Gogh_-_Wasserm%C3%BChle_in_Gennep2.jpeg,"(79, 72, 80)","[(81, 74, 82), (199, 195, 203), (176, 169, 178), (149, 141, 150), (164, 160, 172)]",79.0,72.0,80.0,"(0.8125, 76.0, -0.05333333333333334)",0.8125,76.0,-0.05333333333333334
,,,Vincent van Gogh - Water mill at Opwetten (1884).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Vincent_van_Gogh_-_Water_mill_at_Opwetten_%281884%29.jpg/150px-Vincent_van_Gogh_-_Water_mill_at_Opwetten_%281884%29.jpg,"(64, 63, 51)","[(59, 57, 47), (120, 116, 88), (157, 150, 114), (124, 124, 109), (139, 140, 108)]",64.0,63.0,51.0,"(0.15384615384615385, 57.5, -0.11504424778761062)",0.15384615384615385,57.5,-0.11504424778761062
Hague,43.745553,-73.498535,"Van Gogh - Stilleben mit Steingut, Bierglas und Flaschen.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Van_Gogh_-_Stilleben_mit_Steingut%2C_Bierglas_und_Flaschen.jpeg/150px-Van_Gogh_-_Stilleben_mit_Steingut%2C_Bierglas_und_Flaschen.jpeg,"(90, 71, 58)","[(81, 65, 56), (184, 138, 86), (135, 103, 78), (197, 193, 188), (148, 140, 112)]",90.0,71.0,58.0,"(0.06770833333333333, 74.0, -0.2191780821917808)",0.06770833333333333,74.0,-0.2191780821917808
Otterlo,52.1015221,5.7720779,"Van Gogh - Stillleben mit vier Krügen, Flasche und weißen Napf.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Van_Gogh_-_Stillleben_mit_vier_Kr%C3%BCgen%2C_Flasche_und_wei%C3%9Fen_Napf.jpeg/150px-Van_Gogh_-_Stillleben_mit_vier_Kr%C3%BCgen%2C_Flasche_und_wei%C3%9Fen_Napf.jpeg,"(68, 66, 54)","[(71, 68, 55), (185, 144, 89), (141, 110, 70), (142, 144, 144), (157, 157, 130)]",68.0,66.0,54.0,"(0.14285714285714288, 61.0, -0.11666666666666667)",0.14285714285714288,61.0,-0.11666666666666667
Vienna,48.2083537,16.3725042,Van Gogh - Stillleben mit Flaschen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Van_Gogh_-_Stillleben_mit_Flaschen.jpeg/150px-Van_Gogh_-_Stillleben_mit_Flaschen.jpeg,"(79, 69, 58)","[(79, 69, 58), (184, 164, 131), (135, 113, 84), (151, 144, 138), (156, 148, 122)]",79.0,69.0,58.0,"(0.08730158730158731, 68.5, -0.15555555555555556)",0.08730158730158731,68.5,-0.15555555555555556
,,,"Van Gogh - Stillleben mit Steingut, Bierglas und Flasche.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Van_Gogh_-_Stillleben_mit_Steingut%2C_Bierglas_und_Flasche.jpeg/150px-Van_Gogh_-_Stillleben_mit_Steingut%2C_Bierglas_und_Flasche.jpeg,"(91, 86, 95)","[(93, 87, 96), (205, 201, 209), (154, 150, 158), (180, 172, 181), (172, 171, 180)]",91.0,86.0,95.0,"(0.7592592592592592, 90.5, -0.05027932960893855)",0.7592592592592592,90.5,-0.05027932960893855
,,,Van Gogh - Stillleben mit zwei Tüten und Flasche.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Van_Gogh_-_Stillleben_mit_zwei_T%C3%BCten_und_Flasche.jpeg/150px-Van_Gogh_-_Stillleben_mit_zwei_T%C3%BCten_und_Flasche.jpeg,"(80, 70, 53)","[(79, 70, 54), (185, 166, 85), (135, 117, 76), (142, 146, 136), (154, 148, 74)]",80.0,70.0,53.0,"(0.10493827160493828, 66.5, -0.20610687022900764)",0.10493827160493828,66.5,-0.20610687022900764
Amsterdam,52.3727598,4.8936041,Stilleven met flessen en aardewerk - s0060V1962r - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Stilleven_met_flessen_en_aardewerk_-_s0060V1962r_-_Van_Gogh_Museum.jpg/150px-Stilleven_met_flessen_en_aardewerk_-_s0060V1962r_-_Van_Gogh_Museum.jpg,"(42, 40, 24)","[(42, 40, 24), (110, 105, 79), (80, 75, 52), (88, 100, 88), (88, 88, 80)]",42.0,40.0,24.0,"(0.14814814814814814, 33.0, -0.28125)",0.14814814814814814,33.0,-0.28125
Amsterdam,52.3727598,4.8936041,Bierpullen - s0096V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Bierpullen_-_s0096V1962_-_Van_Gogh_Museum.jpg/150px-Bierpullen_-_s0096V1962_-_Van_Gogh_Museum.jpg,"(42, 40, 28)","[(37, 36, 25), (85, 76, 54), (115, 109, 89), (100, 108, 92), (100, 100, 92)]",42.0,40.0,28.0,"(0.14285714285714288, 35.0, -0.20588235294117646)",0.14285714285714288,35.0,-0.20588235294117646
Otterlo,52.1015221,5.7720779,"Van Gogh - Stillleben mit Bartmannkrug, Kaffeemühle und Pfeifenetui.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Van_Gogh_-_Stillleben_mit_Bartmannkrug%2C_Kaffeem%C3%BChle_und_Pfeifenetui.jpeg/150px-Van_Gogh_-_Stillleben_mit_Bartmannkrug%2C_Kaffeem%C3%BChle_und_Pfeifenetui.jpeg,"(63, 61, 52)","[(64, 62, 52), (177, 154, 115), (137, 111, 78), (153, 151, 143), (145, 138, 134)]",63.0,61.0,52.0,"(0.13636363636363635, 57.5, -0.09734513274336283)",0.13636363636363635,57.5,-0.09734513274336283
Utrecht,52.080985600000005,5.12768396945229,Van Gogh - Stillleben mit Steingut und Holzschuhen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Van_Gogh_-_Stillleben_mit_Steingut_und_Holzschuhen.jpeg/150px-Van_Gogh_-_Stillleben_mit_Steingut_und_Holzschuhen.jpeg,"(80, 70, 56)","[(79, 69, 55), (195, 186, 158), (192, 150, 85), (148, 121, 77), (161, 159, 117)]",80.0,70.0,56.0,"(0.09722222222222221, 68.0, -0.1791044776119403)",0.09722222222222221,68.0,-0.1791044776119403
,,,"Van Gogh - Stillleben mit Flaschen, Vase und Muschel.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Van_Gogh_-_Stillleben_mit_Flaschen%2C_Vase_und_Muschel.jpeg/150px-Van_Gogh_-_Stillleben_mit_Flaschen%2C_Vase_und_Muschel.jpeg,"(60, 56, 62)","[(61, 56, 62), (180, 177, 183), (119, 114, 121), (145, 140, 148), (148, 148, 154)]",60.0,56.0,62.0,"(0.7777777777777778, 59.0, -0.05172413793103448)",0.7777777777777778,59.0,-0.05172413793103448
Pasadena,34.1476452,-118.1444779,Vincent van Gogh - Stilleven.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Vincent_van_Gogh_-_Stilleven.jpg/150px-Vincent_van_Gogh_-_Stilleven.jpg,"(36, 44, 24)","[(36, 46, 26), (175, 173, 108), (109, 113, 56), (129, 155, 103), (105, 126, 108)]",36.0,44.0,24.0,"(0.2333333333333333, 34.0, -0.30303030303030304)",0.2333333333333333,34.0,-0.30303030303030304
,,,Van Gogh - Stillleben mit Pinseln in einem Blumentopf.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Van_Gogh_-_Stillleben_mit_Pinseln_in_einem_Blumentopf.jpeg/150px-Van_Gogh_-_Stillleben_mit_Pinseln_in_einem_Blumentopf.jpeg,"(109, 85, 57)","[(110, 85, 56), (191, 171, 83), (157, 123, 65), (164, 145, 129), (184, 132, 57)]",109.0,85.0,57.0,"(0.08974358974358974, 83.0, -0.3170731707317073)",0.08974358974358974,83.0,-0.3170731707317073
,,,Van Gogh - Vase mit verwelkten Blätter.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Van_Gogh_-_Vase_mit_verwelkten_Bl%C3%A4tter.jpeg/150px-Van_Gogh_-_Vase_mit_verwelkten_Bl%C3%A4tter.jpeg,"(79, 65, 58)","[(92, 74, 62), (188, 132, 80), (227, 221, 225), (205, 179, 79), (138, 123, 120)]",79.0,65.0,58.0,"(0.05555555555555556, 68.5, -0.15555555555555556)",0.05555555555555556,68.5,-0.15555555555555556
,,,Van gogh-two rats-f177.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Van_gogh-two_rats-f177.jpg/150px-Van_gogh-two_rats-f177.jpg,"(199, 177, 119)","[(198, 177, 120), (33, 41, 43), (119, 112, 84), (147, 148, 105), (137, 137, 129)]",199.0,177.0,119.0,"(0.12083333333333333, 159.0, -0.25316455696202533)",0.12083333333333333,159.0,-0.25316455696202533
,,,"Van Gogh - Bäuerin, sitzend, mit weißer Haube.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Van_Gogh_-_B%C3%A4uerin%2C_sitzend%2C_mit_wei%C3%9Fer_Haube.jpeg/150px-Van_Gogh_-_B%C3%A4uerin%2C_sitzend%2C_mit_wei%C3%9Fer_Haube.jpeg,"(59, 52, 47)","[(59, 51, 47), (224, 220, 220), (183, 117, 76), (126, 126, 105), (142, 148, 116)]",59.0,52.0,47.0,"(0.06944444444444443, 53.0, -0.11538461538461539)",0.06944444444444443,53.0,-0.11538461538461539
,,,Head of a Peasant Woman with a Dark Cap by Vincent van Gogh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Head_of_a_Peasant_Woman_with_a_Dark_Cap_by_Vincent_van_Gogh.jpg/150px-Head_of_a_Peasant_Woman_with_a_Dark_Cap_by_Vincent_van_Gogh.jpg,"(82, 74, 66)","[(82, 74, 66), (217, 187, 119), (148, 130, 100), (172, 172, 144), (158, 158, 150)]",82.0,74.0,66.0,"(0.08333333333333333, 74.0, -0.1095890410958904)",0.08333333333333333,74.0,-0.1095890410958904
Wuppertal,51.264018,7.1780374,Van Gogh - Kopf einer alten Bäuerin mit weißer Haube.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Van_Gogh_-_Kopf_einer_alten_B%C3%A4uerin_mit_wei%C3%9Fer_Haube.jpeg/150px-Van_Gogh_-_Kopf_einer_alten_B%C3%A4uerin_mit_wei%C3%9Fer_Haube.jpeg,"(59, 50, 49)","[(58, 50, 50), (190, 144, 78), (125, 92, 64), (142, 139, 134), (127, 124, 125)]",59.0,50.0,49.0,"(0.016666666666666663, 54.0, -0.09433962264150944)",0.016666666666666663,54.0,-0.09433962264150944
,,,Vincent van Gogh - Head of an Old Peasant Woman with White Cap - F146 JH551.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Vincent_van_Gogh_-_Head_of_an_Old_Peasant_Woman_with_White_Cap_-_F146_JH551.jpg/150px-Vincent_van_Gogh_-_Head_of_an_Old_Peasant_Woman_with_White_Cap_-_F146_JH551.jpg,"(46, 43, 31)","[(44, 41, 30), (162, 139, 97), (107, 91, 57), (131, 132, 96), (127, 124, 100)]",46.0,43.0,31.0,"(0.13333333333333333, 38.5, -0.2)",0.13333333333333333,38.5,-0.2
,,,Van Gogh - Kopf einer Bäuerin mit weißer Haube3.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Van_Gogh_-_Kopf_einer_B%C3%A4uerin_mit_wei%C3%9Fer_Haube3.jpeg/150px-Van_Gogh_-_Kopf_einer_B%C3%A4uerin_mit_wei%C3%9Fer_Haube3.jpeg,"(72, 58, 40)","[(72, 58, 40), (180, 171, 155), (140, 128, 112), (155, 148, 140), (156, 156, 143)]",72.0,58.0,40.0,"(0.09375, 56.0, -0.2909090909090909)",0.09375,56.0,-0.2909090909090909
Sydney,-33.8548157,151.2164539,Vincent van Gogh - Head of a peasant - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Vincent_van_Gogh_-_Head_of_a_peasant_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_Head_of_a_peasant_-_Google_Art_Project.jpg,"(30, 26, 19)","[(30, 26, 19), (116, 81, 39), (75, 51, 24), (59, 66, 52), (64, 76, 52)]",30.0,26.0,19.0,"(0.10606060606060606, 24.5, -0.23404255319148937)",0.10606060606060606,24.5,-0.23404255319148937
St. Louis,38.6264256,-90.1995853,Vincent van Gogh - Head of a Peasant Woman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Vincent_van_Gogh_-_Head_of_a_Peasant_Woman.jpg/150px-Vincent_van_Gogh_-_Head_of_a_Peasant_Woman.jpg,"(25, 32, 32)","[(27, 33, 33), (181, 192, 182), (104, 109, 96), (136, 154, 149), (124, 140, 140)]",25.0,32.0,32.0,"(0.5, 28.5, -0.12727272727272726)",0.5,28.5,-0.12727272727272726
,,,Van Gogh - Kopf einer Bäuerin.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Van_Gogh_-_Kopf_einer_B%C3%A4uerin.jpeg/150px-Van_Gogh_-_Kopf_einer_B%C3%A4uerin.jpeg,"(101, 91, 101)","[(93, 84, 94), (217, 213, 222), (153, 146, 156), (180, 171, 181), (172, 169, 180)]",101.0,91.0,101.0,"(0.8333333333333334, 96.0, -0.05263157894736842)",0.8333333333333334,96.0,-0.05263157894736842
Amsterdam,52.3727598,4.8936041,Kop van een vrouw - s0343V1966 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Kop_van_een_vrouw_-_s0343V1966_-_Van_Gogh_Museum.jpg/150px-Kop_van_een_vrouw_-_s0343V1966_-_Van_Gogh_Museum.jpg,"(65, 54, 28)","[(67, 56, 28), (93, 82, 52), (43, 36, 18), (83, 75, 52), (84, 84, 54)]",65.0,54.0,28.0,"(0.1171171171171171, 46.5, -0.4065934065934066)",0.1171171171171171,46.5,-0.4065934065934066
Amsterdam,52.3727598,4.8936041,Stilleven met aardewerk en flessen - s0138V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Stilleven_met_aardewerk_en_flessen_-_s0138V1962_-_Van_Gogh_Museum.jpg/150px-Stilleven_met_aardewerk_en_flessen_-_s0138V1962_-_Van_Gogh_Museum.jpg,"(46, 45, 25)","[(46, 45, 25), (134, 125, 93), (92, 84, 54), (100, 100, 84), (108, 108, 84)]",46.0,45.0,25.0,"(0.15873015873015872, 35.5, -0.30434782608695654)",0.15873015873015872,35.5,-0.30434782608695654
Amsterdam,52.3727598,4.8936041,Kop van een man - s0069V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Kop_van_een_man_-_s0069V1962_-_Van_Gogh_Museum.jpg/150px-Kop_van_een_man_-_s0069V1962_-_Van_Gogh_Museum.jpg,"(20, 26, 16)","[(20, 26, 16), (81, 74, 41), (59, 57, 27), (68, 76, 56), (60, 68, 60)]",20.0,26.0,16.0,"(0.26666666666666666, 21.0, -0.25)",0.26666666666666666,21.0,-0.25
Amsterdam,52.3727598,4.8936041,Kop van een vrouw - s0072V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Kop_van_een_vrouw_-_s0072V1962_-_Van_Gogh_Museum.jpg/150px-Kop_van_een_vrouw_-_s0072V1962_-_Van_Gogh_Museum.jpg,"(24, 29, 20)","[(24, 28, 20), (95, 86, 58), (61, 59, 38), (73, 78, 55), (72, 68, 60)]",24.0,29.0,20.0,"(0.25925925925925924, 24.5, -0.19148936170212766)",0.25925925925925924,24.5,-0.19148936170212766
,,,Van Gogh - Kopf eines Bauern mit Mütze2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Van_Gogh_-_Kopf_eines_Bauern_mit_M%C3%BCtze2.jpeg/150px-Van_Gogh_-_Kopf_eines_Bauern_mit_M%C3%BCtze2.jpeg,"(70, 63, 72)","[(204, 201, 209), (69, 62, 71), (166, 161, 170), (139, 134, 143), (156, 154, 164)]",70.0,63.0,72.0,"(0.7962962962962963, 67.5, -0.06766917293233082)",0.7962962962962963,67.5,-0.06766917293233082
,,,Vincent van Gogh - Head of a Peasant Woman with Dark Cap (1884-1885).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Vincent_van_Gogh_-_Head_of_a_Peasant_Woman_with_Dark_Cap_%281884-1885%29.jpg/150px-Vincent_van_Gogh_-_Head_of_a_Peasant_Woman_with_Dark_Cap_%281884-1885%29.jpg,"(39, 41, 30)","[(122, 121, 76), (38, 40, 30), (98, 101, 65), (83, 75, 45), (88, 88, 76)]",39.0,41.0,30.0,"(0.19696969696969693, 35.5, -0.15942028985507245)",0.19696969696969693,35.5,-0.15942028985507245
Cincinnati,39.1014537,-84.5124602,Van Gogh - Kopf einer Barbanter Bäuerin mit dunkler Haube2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Van_Gogh_-_Kopf_einer_Barbanter_B%C3%A4uerin_mit_dunkler_Haube2.jpeg/150px-Van_Gogh_-_Kopf_einer_Barbanter_B%C3%A4uerin_mit_dunkler_Haube2.jpeg,"(60, 60, 54)","[(63, 62, 55), (143, 139, 140), (145, 105, 55), (100, 98, 91), (124, 124, 68)]",60.0,60.0,54.0,"(0.16666666666666666, 57.0, -0.05357142857142857)",0.16666666666666666,57.0,-0.05357142857142857
,,,Head of a Peasant Woman with a Dark Cap by Vincent Van Gogh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Head_of_a_Peasant_Woman_with_a_Dark_Cap_by_Vincent_Van_Gogh.jpg/150px-Head_of_a_Peasant_Woman_with_a_Dark_Cap_by_Vincent_Van_Gogh.jpg,"(38, 45, 46)","[(38, 45, 46), (245, 226, 153), (214, 112, 71), (145, 158, 140), (108, 116, 124)]",38.0,45.0,46.0,"(0.5208333333333334, 42.0, -0.0975609756097561)",0.5208333333333334,42.0,-0.0975609756097561
Otterlo,52.1015221,5.7720779,Van Gogh - Kopf einer Barbanter Bäuerin mit dunkler Haube.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Van_Gogh_-_Kopf_einer_Barbanter_B%C3%A4uerin_mit_dunkler_Haube.jpeg/150px-Van_Gogh_-_Kopf_einer_Barbanter_B%C3%A4uerin_mit_dunkler_Haube.jpeg,"(61, 60, 55)","[(61, 61, 56), (202, 200, 182), (175, 175, 149), (128, 130, 121), (154, 158, 144)]",61.0,60.0,55.0,"(0.1388888888888889, 58.0, -0.05263157894736842)",0.1388888888888889,58.0,-0.05263157894736842
London,51.5073219,-0.1276474,Van Gogh - Kopf einer Bäuerin mit dunkler Haube5.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Van_Gogh_-_Kopf_einer_B%C3%A4uerin_mit_dunkler_Haube5.jpeg/150px-Van_Gogh_-_Kopf_einer_B%C3%A4uerin_mit_dunkler_Haube5.jpeg,"(37, 37, 27)","[(35, 36, 27), (131, 102, 66), (92, 73, 47), (106, 101, 73), (100, 92, 84)]",37.0,37.0,27.0,"(0.16666666666666666, 32.0, -0.16129032258064516)",0.16666666666666666,32.0,-0.16129032258064516
,,,Van Gogh - Der alte Friedhofsturm in Nuenen im Schnee.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Van_Gogh_-_Der_alte_Friedhofsturm_in_Nuenen_im_Schnee.jpeg/150px-Van_Gogh_-_Der_alte_Friedhofsturm_in_Nuenen_im_Schnee.jpeg,"(172, 167, 155)","[(174, 168, 156), (79, 62, 61), (220, 219, 211), (104, 100, 84), (100, 100, 92)]",172.0,167.0,155.0,"(0.1176470588235294, 163.5, -0.052307692307692305)",0.1176470588235294,163.5,-0.052307692307692305
,,,The-old-station-at-eindhoven-1885.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/The-old-station-at-eindhoven-1885.jpg/150px-The-old-station-at-eindhoven-1885.jpg,"(119, 123, 92)","[(121, 125, 94), (220, 224, 199), (37, 38, 26), (187, 196, 168), (182, 188, 172)]",119.0,123.0,92.0,"(0.18817204301075266, 107.5, -0.14553990610328638)",0.18817204301075266,107.5,-0.14553990610328638
Pasadena,34.1476452,-118.1444779,Van Gogh - Der Pfarrgarten in Nuenen im Schnee1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Van_Gogh_-_Der_Pfarrgarten_in_Nuenen_im_Schnee1.jpeg/150px-Van_Gogh_-_Der_Pfarrgarten_in_Nuenen_im_Schnee1.jpeg,"(85, 76, 63)","[(85, 76, 63), (211, 204, 189), (153, 144, 126), (178, 173, 154), (176, 164, 156)]",85.0,76.0,63.0,"(0.09848484848484847, 74.0, -0.1506849315068493)",0.09848484848484847,74.0,-0.1506849315068493
